Date,AUSTRALIA,UK,CHINA,USA,EMU U$,EM U$,EUROPEAN UNION U$,EUROPE U$,NORTH AMERICA U$,WORLD U$,EM LATIN AMERICA U$
8/29/1996,458.598,1174.819,59.277,625.698,90.556,476.499,202.804,785.193,671.829,764.057,868.711
8/30/1996,456.628,1169.862,58.649,620.827,90.127,477.132,202.205,782.207,666.689,758.902,867.146
9/2/1996,454.592,1173.589,58.263,620.827,89.691,476.334,201.644,779.61,666.663,756.616,866.187
9/3/1996,451.492,1164.613,57.57,623.375,89.179,472.259,200.771,775.938,669.354,756.755,865.378
9/4/1996,454.73,1169.737,58.052,623.807,89.802,475.433,201.863,780.203,669.872,758.939,869.95
9/5/1996,454.147,1174.382,58.3,617.61,89.755,474.434,202.206,780.986,663.383,756.868,867.007
9/6/1996,449.022,1176.176,58.214,624.456,89.686,474.623,202.099,780.655,670.387,758.796,876.34
9/9/1996,451.843,1181.355,58.245,632.009,90.412,475.813,203.234,785.206,678.068,764.204,879.541
9/10/1996,452.556,1183.976,57.968,632.462,90.062,475.209,202.679,782.32,678.569,764.42,877.116
9/11/1996,449.171,1180.292,57.745,635.113,89.743,474.939,201.912,779.204,681.302,764.205,875.231
9/12/1996,446.552,1188.853,57.521,638.869,90.083,476.377,203.026,783.085,685.384,767.114,878.532
9/13/1996,450.268,1197.419,57.498,648.144,90.875,478.235,204.661,788.979,695.243,775.494,885.608
9/16/1996,452.968,1201.102,58.057,651.449,91.624,482.258,206.006,793.809,698.743,779.067,890.021
9/17/1996,449.362,1198.813,57.786,649.986,91.088,482.92,205.061,789.529,697.27,780.658,891.491
9/18/1996,444.642,1193.159,57.05,649.216,91.159,482.662,204.992,789.398,696.457,780.925,893.673
9/19/1996,448.531,1198.015,57.615,650.554,91.018,482.89,204.613,788.03,697.907,781.639,894.191
9/20/1996,446.742,1195.351,57.412,653.87,91.406,481.847,205.235,790.434,701.427,782.224,893.006
9/23/1996,441.781,1182.546,57.67,653.291,91.037,480.531,203.941,784.89,700.901,780.099,891.333
9/24/1996,443.646,1179.844,57.665,652.391,91.376,481.399,204.359,786.86,700.062,780.296,892.702
9/25/1996,449.248,1186.991,57.371,652.683,92.512,481.815,206.542,795.525,700.531,784.147,887.457
9/26/1996,453.351,1187.221,57.794,652.99,92.217,480.778,206.105,792.866,700.744,784.451,888.979
9/27/1996,455.442,1191.009,57.842,653.11,92.378,480.378,206.654,794.396,700.943,785.653,887.543
9/30/1996,456.033,1193.368,57.971,654.551,92.688,480.616,207.191,797.231,702.334,787.436,886.406
10/1/1996,455.369,1204.539,58.147,655.929,92.586,482.315,208.045,800.297,704.016,788.894,894.155
10/2/1996,460.948,1211.203,58.36,660.471,93.326,485.888,209.532,806.063,709.043,792.301,906.056
10/3/1996,461.165,1206.677,58.607,659.827,93.295,485.326,209.14,804.884,708.323,790.539,909.055
10/4/1996,461.387,1213.544,59.137,667.608,93.423,484.165,209.702,807.436,716.648,793.721,915.72
10/7/1996,467.936,1214.361,59.781,669.177,93.642,482.046,210.139,809.227,718.533,795.723,915.24
10/8/1996,465.713,1213.621,59.349,666.335,93.971,481.594,210.634,811.484,715.511,793.737,919.126
10/9/1996,461.242,1205.942,59.354,662.158,93.6,481.13,209.688,807.86,711.276,789.271,917.18
10/10/1996,464.35,1201.938,59.625,660.112,92.921,480.236,208.697,804.268,709.226,787.492,913.241
10/11/1996,467.775,1212.117,59.196,666.479,93.039,479.704,209.972,808.652,715.833,791.866,908.518
10/14/1996,474.033,1215.495,59.57,669.582,93.266,479.412,210.756,811.728,719.016,795.279,904.405
10/15/1996,474.697,1218.65,60.26,668.759,93.748,478.587,211.714,814.357,718.327,797.926,905.642
10/16/1996,474.865,1210.775,59.637,670.542,93.365,476.975,210.772,810.513,720.078,797.637,898.145
10/17/1996,472.5,1215.458,59.469,673.495,93.203,478.797,210.9,810.816,723.051,799.253,903.392
10/18/1996,472.298,1218.475,59.44,676.676,94.082,481.297,212.612,816.547,726.545,803.451,907.818
10/21/1996,473.964,1223.571,59.273,675.718,94.375,479.622,213.353,819.329,725.742,801.717,902.273
10/22/1996,472.246,1219.067,59.103,672.428,94.42,478.378,213.442,819.289,722.605,798.405,891.587
10/23/1996,471.015,1209.348,58.741,671.898,94.092,479.323,212.259,815.145,722.493,796.285,891.251
10/24/1996,478.427,1200.736,58.503,667.494,93.923,477.535,211.222,811.717,717.718,792.757,892.011
10/25/1996,469.068,1207.105,58.557,665.642,94.045,473.252,212.481,815.835,715.76,790.457,883.315
10/28/1996,468.316,1208.686,57.923,661.879,94.424,469.17,213.563,819.873,711.965,788.818,878.478
10/29/1996,465.88,1199.223,57.007,666.402,93.904,467.171,211.978,814.025,716.659,790.44,881.514
10/30/1996,468.594,1191.296,56.7,665.802,93.854,465.047,212.416,815.761,716.381,790.59,874.98
10/31/1996,471.428,1196.812,56.426,670.235,93.508,467.432,212.218,814.284,721.099,791.751,876.631
11/1/1996,469.407,1188.749,56.344,668.968,93.521,469.733,212.087,813.311,719.786,791.751,884.6
11/4/1996,473.564,1183.299,56.14,672.281,93.615,470.644,212.288,814.472,723.296,793.77,885.177
11/5/1996,473.839,1180.559,55.998,679.596,94.553,470.432,213.281,818.204,731.196,797.927,887.255
11/6/1996,472.454,1185.277,56.112,689.889,95.534,472.166,214.699,823.672,742.396,807.718,888.7
11/7/1996,469.455,1174.45,55.845,692.87,95.743,472.184,214.465,823.323,745.251,810.55,888.018
11/8/1996,472.482,1176.744,54.906,695.907,96.168,472.294,215.044,825.359,748.526,814.903,887.133
11/11/1996,470.988,1177.489,54.178,696.467,96.575,471.985,215.693,828.552,749.267,816.103,893.212
11/12/1996,467.244,1183.312,54.348,694.268,97.094,473.556,216.8,832.307,747.055,816.472,892.157
11/13/1996,467.661,1182.185,54.966,695.544,97.051,473.777,216.919,831.978,748.284,815.86,893.817
11/14/1996,471.429,1181.873,55.007,700.336,97.323,474.648,217.978,836.106,753.308,820.714,892.72
11/15/1996,476.955,1190.904,55.341,701.287,98.041,477.248,219.845,843.122,754.527,823.382,891.033
11/18/1996,475.586,1191.161,56.025,700.305,98.071,477.749,220.178,844.607,753.418,822.104,889.814
11/19/1996,471.437,1196.18,57.087,705.501,98.24,477.91,220.879,847.22,758.887,826.289,888.205
11/20/1996,477.724,1191.785,59.023,706.896,98.638,477.175,221.181,848.262,760.896,829.65,887.396
11/21/1996,477.599,1190.073,59.569,705.758,98.521,476.465,221.599,849.208,759.521,829.138,886.851
11/22/1996,476,1209.3,60.3,711.03,98.78,476.795,223.022,854.61,764.921,834.033,885.014
11/25/1996,478.207,1220.651,61.593,719.191,98.527,478.044,223.084,853.845,773.377,837.215,882.777
11/26/1996,475.608,1224.856,62.926,717.981,98.058,478.032,222.609,851.077,772.381,836.779,882.187
11/27/1996,474.474,1220.116,61.966,717.98,97.501,477.501,221.491,846.728,772.36,834.961,878.652
11/28/1996,476.443,1220.397,62.134,717.98,97.843,475.804,222.377,850.394,772.528,833.616,879.736
11/29/1996,476.766,1222.69,62.939,719.848,98.496,474.708,223.47,854.069,774.373,834.929,883.1
12/2/1996,476.172,1216.752,64.635,719.331,98.285,475.005,222.967,851.158,773.5,831.636,886.242
12/3/1996,474.824,1222.808,68.257,710.47,97.982,475.758,221.365,845.662,764.253,824.395,898.74
12/4/1996,472.988,1217.535,69.512,707.879,97.302,475.368,219.405,839.157,761.284,822.143,895.58
12/5/1996,476.375,1218.829,70.023,706.309,98.013,477.665,219.967,841.493,758.848,824.385,902.587
12/6/1996,462.423,1192.817,70.342,701.682,96.638,470.672,217.068,830.433,753.923,813.427,891.833
12/9/1996,468.217,1207.751,72.638,712.306,96.721,470.753,218.441,834.672,765.612,821.617,892.727
12/10/1996,473.281,1215.57,76.921,710.187,97.137,472.397,219.845,839.833,763.502,823.532,893.727
12/11/1996,472.551,1198.801,78.025,704.068,96.377,469.764,217.815,832.937,756.02,816.112,876.987
12/12/1996,468.929,1200.79,74.938,692.861,96.156,465.714,217.763,832.742,744.3,807.847,870.919
12/13/1996,463.613,1195.174,70.7,692.111,95.225,462.899,216.076,826.332,743.323,803.549,866.708
12/16/1996,468.491,1201.917,66.187,684.738,96.313,463.361,218.24,833.743,735.757,803.315,865.498
12/17/1996,462.729,1197.528,64.764,690.097,95.963,463.392,217.861,832.304,741.015,805.855,877.142
12/18/1996,464.254,1208.923,66.855,695.558,96.141,466.28,218.982,835.828,746.674,807.801,884.932
12/19/1996,466.324,1218.717,66.97,709.266,96.44,469.507,219.564,837.479,761.449,812.96,889.615
12/20/1996,476.3,1226.892,66.728,712.322,97.898,471.602,222.318,847.477,764.726,818.745,892.998
12/23/1996,477.567,1229.573,67.701,710.603,97.994,470.855,222.91,849.235,762.945,818.885,893.894
12/24/1996,477.107,1231.281,67.477,714.708,97.861,471.818,222.819,848.293,767.165,817.307,894.347
12/25/1996,477.107,1231.281,67.477,714.708,97.861,471.815,222.819,848.293,767.165,817.307,894.329
12/26/1996,477.107,1231.281,67.805,719.274,98.131,472.027,223.107,849.184,771.846,820.939,900.024
12/27/1996,480.786,1231.035,68.478,719.825,98.548,472.84,224.698,855.762,772.621,823.245,903.899
12/30/1996,484.682,1237.793,72.772,717.211,99.117,474.097,225.97,860.648,770.495,824.135,906.971
12/31/1996,486.47,1238.881,73.387,705.16,100,476.315,228.346,869.129,757.893,820.362,907.5
1/1/1997,486.47,1238.881,73.387,705.16,100,476.315,228.346,869.129,757.893,820.362,907.5
1/2/1997,483.562,1221.252,75.329,701.556,98.438,476.086,223.981,854.016,754.025,814.04,904.288
1/3/1997,480.313,1232.318,75.694,712.378,98.291,478.489,224.67,855.715,765.076,819.423,913.023
1/6/1997,481.99,1237.255,75.073,711.988,98.493,481.974,224.907,856.157,764.894,821.424,929.379
1/7/1997,479.99,1229.75,73.644,717.97,98.608,487.218,225.151,856.999,771.64,822.557,943.75
1/8/1997,483.563,1231.952,72.372,713.644,99.077,492.644,225.803,859.33,767.245,818.684,955.15
1/9/1997,485.474,1229.81,72.433,719.375,99.336,494.069,226.391,861.363,773.39,817.475,955.456
1/10/1997,484.083,1219.831,72.15,723.9,99.634,495.811,225.284,856.503,778.255,813.176,958.315
1/13/1997,485.066,1234.98,71.813,724.002,100.542,497.217,227.124,863.273,778.443,819.091,956.725
1/14/1997,484.435,1252.538,71.489,732.96,101.128,500.42,229.188,870.604,787.852,825.741,977.778
1/15/1997,488.972,1250.032,72.369,731.721,101.601,505.602,230.064,873.772,786.847,826.631,987.827
1/16/1997,488.449,1260.473,73.367,733.441,102.2,504.444,231.52,879.096,788.981,830.545,984.531
1/17/1997,488.027,1264.163,73.718,739.707,101.705,506.371,230.557,875.013,795.614,831.38,995.33
1/20/1997,489.175,1259.137,73.226,741.452,101.174,508.674,229.156,868.988,797.219,826.733,998.956
1/21/1997,485.351,1259.563,72.027,746.963,100.498,506.81,228.402,866.361,802.384,827.189,997.849
1/22/1997,487.061,1266.693,71.313,751.799,100.722,506.819,228.637,868.286,807.223,831.912,990.188
1/23/1997,487.491,1281.874,70.979,742.807,101.274,508.21,228.992,870.797,797.723,826.045,994.153
1/24/1997,485.466,1266.377,71.208,736.192,100.708,507.034,227.292,865.316,790.782,819.934,981.167
1/27/1997,485.466,1264.275,71.485,731.405,99.942,507.918,225.853,859.808,786.068,812.601,976.196
1/28/1997,481.944,1270.581,71.305,731.59,99.781,508.323,225.384,858.422,786.484,812.423,983.398
1/29/1997,484.4,1262.223,71.086,739.035,99.396,504.68,224.715,856.127,794.105,816.807,975.229
1/30/1997,483.868,1268.087,71.592,749.916,100.428,507.485,226.332,862.431,805.147,822.315,985.439
1/31/1997,485.27,1280.861,71.843,752.397,101.397,508.415,228.062,870.096,807.845,829.082,995.678
2/3/1997,485.755,1276.251,72.374,752.998,100.98,510.415,227.559,868.977,808.828,828.51,1005.557
2/4/1997,480.85,1276.296,72.631,755.564,101.235,511.722,228.209,871.167,811.481,830.777,1008.985
2/5/1997,487.012,1280.531,72.901,744.535,102.281,514.413,230.54,878.822,799.949,824.648,1012.442
2/6/1997,485.96,1276.102,72.788,746.544,102.395,516.115,230.409,878.718,801.575,824.746,1010.344
2/7/1997,487.891,1288.447,72.788,755.745,102.336,518.563,230.694,879.6,811.09,828.035,1023.336
2/10/1997,486.856,1287.791,72.013,751.597,103.481,520.416,232.944,888.622,806.76,831.717,1024.411
2/11/1997,488.005,1286.826,71.43,756.099,102.33,521.233,231.723,884.398,811.604,832.547,1028.464
2/12/1997,493.33,1285.25,71.514,768.164,102.169,526.218,230.926,881.717,824.068,839.136,1056.234
2/13/1997,498.7,1290.681,71.437,776.518,102.648,527.573,231.366,882.719,833.105,844.718,1059.112
2/14/1997,496.004,1296.035,70.858,773.296,102.906,526.789,232.073,885.006,829.736,844.622,1062.988
2/17/1997,499.165,1294.984,71.03,773.296,102.196,528.938,230.928,880.817,829.655,843.478,1068.179
2/18/1997,500.475,1294.239,68.574,781.105,102.678,529.083,230.663,879.875,837.592,846.052,1073.498
2/19/1997,497.043,1302.801,69.049,777.758,101.893,530.776,230.817,880.612,834.318,844.573,1070.246
2/20/1997,493.596,1303.142,69.253,767.864,101.715,531.082,230.585,880.017,823.765,843.42,1063.976
2/21/1997,494.187,1299.213,70.06,766.143,101.63,531.168,230.709,881.212,822.129,844.527,1068.458
2/24/1997,496.546,1298.218,70.836,775.074,102.4,533.966,232.368,886.019,831.385,850.978,1080.912
2/25/1997,502.105,1304.485,71.254,777.243,103.402,537.206,234.144,892.326,833.57,854.373,1094.493
2/26/1997,497.602,1299.497,72.223,770.922,102.318,533.677,232.338,885.654,826.618,847.878,1080.711
2/27/1997,492.875,1303.734,73.835,760.667,102.678,528.696,232.553,886.091,816.017,843.725,1061.515
2/28/1997,489.319,1294.181,73.925,756.645,101.775,529.859,230.893,880.185,811.743,837.44,1060.761
3/3/1997,483.446,1294.852,75.164,761.171,101.524,528.838,229.858,876.29,816.358,837.397,1057.091
3/4/1997,486.847,1309.468,74.226,756.477,102.366,527.379,231.869,883.803,811.673,837.002,1055.787
3/5/1997,486.433,1310.468,73.194,766.798,102.749,526.767,232.18,885.401,822.549,841.534,1057.763
3/6/1997,488.723,1322.004,73.694,763.627,103.596,527.233,234.287,893.219,819.486,840.194,1061.782
3/7/1997,486.351,1329.378,72.816,769.313,103.507,528.934,234.303,894.153,825.575,843.952,1069.8
3/10/1997,491.133,1334.403,73.051,777.296,105.114,530.448,236.802,904.366,834.035,851.061,1083.26
3/11/1997,493.007,1337.479,73.014,775.261,105.238,531.7,237.357,906.052,831.871,851.467,1083.227
3/12/1997,489.379,1331.753,73.458,768.555,104.071,528.533,234.621,897.214,824.726,844.004,1064.425
3/13/1997,489.493,1324.649,73.576,754.437,103.388,527.466,233.525,892.623,809.699,832.997,1059.955
3/14/1997,483.838,1332.406,73.794,757.124,103.893,525.886,234.806,897.3,812.657,835.474,1071.762
3/17/1997,484.109,1316.162,74.176,759.714,103.097,525.438,231.909,885.976,814.858,833.193,1057.89
3/18/1997,478.359,1311.089,73.538,754.806,102.564,524.52,230.852,882.608,809.656,831.884,1055.664
3/19/1997,474.974,1303.787,72.987,751.033,102.959,523.591,231.253,884.102,805.386,830.809,1055.463
3/20/1997,476.007,1281.431,72.461,747.627,100.969,523.49,226.818,866.934,801.634,822.933,1059.618
3/21/1997,474.812,1279.211,72.117,748.661,102.35,520.28,229.125,875.436,802.799,827.876,1060.312
3/24/1997,478.583,1267.362,72.641,754.83,101.779,519.083,228.012,871.289,809.83,828.412,1063.058
3/25/1997,478.275,1284.335,71.666,753.368,102.949,520.349,231.147,882.751,808.242,831.755,1066.328
3/26/1997,478.983,1292.626,72.425,754.388,104.167,521.138,233.808,892.905,809.224,835.398,1062.801
3/27/1997,481.76,1296.142,71.648,738.733,105.55,521.774,236.229,903.015,791.969,828.869,1063.191
3/28/1997,481.76,1296.142,71.728,738.733,105.464,520.86,236.402,903.67,791.854,828.221,1063.157
3/31/1997,481.76,1296.142,71.818,721.7,105.746,514.608,237.272,907.148,774.018,819.678,1041.299
4/1/1997,467.552,1277.138,70.671,724.846,102.604,512.571,231.552,884.114,777.453,813.702,1043.215
4/2/1997,468.746,1274.562,70.71,715.984,102.105,514.81,230.488,880.255,767.958,809.639,1046.97
4/3/1997,468.998,1268.967,70.557,716.201,101.038,513.341,228.601,873.388,768.066,807.539,1048.635
4/4/1997,471.326,1275.954,70.895,723.634,101.083,515.267,229.048,875.121,775.39,809.355,1062.874
4/7/1997,470.417,1286.391,71.353,728.037,101.225,517.346,229.417,876.596,780.033,809.506,1077.414
4/8/1997,470.661,1285.612,71.979,731.402,101.381,517.41,229.26,875.785,783.324,812.368,1074.418
4/9/1997,475.136,1293.043,72.416,726.001,101.98,520.404,230.351,880.433,777.685,808.697,1081.689
4/10/1997,475.895,1299.049,73.06,723.649,101.681,518.019,230.527,881.115,775.153,805.803,1079.33
4/11/1997,472.551,1285.968,74.35,704.371,100.849,514.959,228.563,873.999,754.605,794.916,1062.36
4/14/1997,469.144,1282.148,74.606,710.739,100.074,510.935,227.141,868.69,761.142,794.548,1058.943
4/15/1997,471.77,1292.677,73.713,721.278,101.292,511.11,229.649,878.109,772.544,804.303,1063.484
4/16/1997,477.503,1295.509,75.172,730.366,101.767,512.913,230.269,879.849,782.148,811.734,1071.874
4/17/1997,479.519,1296.675,76.439,728.702,102.445,511.184,231.554,885.004,780.73,813.21,1061.438
4/18/1997,486.336,1298.682,77.391,733.653,102.086,510.504,231.423,885.841,785.708,817.933,1060.305
4/21/1997,487.01,1303.643,78.409,728.322,102.651,513.273,232.646,891.682,780.164,819.402,1056.152
4/22/1997,487.336,1308.658,78.987,742.121,102.143,513.803,232.326,890.494,794.724,825.583,1067.235
4/23/1997,492.6,1319.336,78.507,741.386,103.112,516.999,233.585,894.932,794.139,828.208,1076.699
4/24/1997,493.138,1318.253,80.448,739.623,102.878,515.831,233.501,895.532,792.327,827.328,1077.07
4/25/1997,493.138,1312.696,80.459,732.751,101.943,514.79,231.487,887.042,784.958,820.509,1077.283
4/28/1997,488.979,1319.395,80.441,740.642,101.569,513.342,231.3,886.674,792.96,823.497,1074.596
4/29/1997,493.251,1331.808,79.606,761.09,103.05,511.435,234.577,899.376,814.321,837.494,1082.47
4/30/1997,495.194,1332.414,81.288,768.16,103.757,513.702,235.026,901.196,822.065,845.281,1086.488
5/1/1997,494.199,1335.253,82.104,765.013,104.637,513.724,236.52,906.794,819.272,847.247,1086.833
5/2/1997,495.873,1338.57,82.208,778.614,104.474,514.858,236.496,906.994,834.236,856.041,1096.326
5/5/1997,496.282,1338.57,84.427,793.983,105.458,515.546,238.037,913.303,850.182,866.091,1094.163
5/6/1997,499.875,1355.973,85.76,793.433,106.306,517.368,241.326,924.709,849.54,874.872,1102.868
5/7/1997,501.283,1360.16,86.928,781.508,106.167,516.937,241.537,926.34,837.221,869.285,1096.163
5/8/1997,498.113,1371.416,85.501,785.161,106.827,517.903,242.322,930.142,841.026,872.91,1108.96
5/9/1997,503.077,1385.853,85.045,790.036,107.931,518.898,244.723,939.116,846.287,879.063,1113.533
5/12/1997,503.093,1396.106,83.819,802.292,108.725,516.31,246.724,946.031,859.016,892.284,1123.134
5/13/1997,504.215,1401.242,83.256,798.213,109.481,516.167,248.531,953.186,854.723,892.088,1121.588
5/14/1997,501.811,1399.369,80.699,800.827,109.877,514.008,249.578,957.353,857.381,895.588,1106.427
5/15/1997,500.405,1396.262,78.968,805.322,109.853,511.605,249.565,957.941,862.18,899.01,1111.151
5/16/1997,504.581,1400.296,77.103,794.606,110.526,512.914,250.53,962.757,851.576,897.341,1114.732
5/19/1997,504.737,1385.772,77.423,797.719,109.621,513.337,248.368,954.633,854.686,896.702,1117.453
5/20/1997,505.408,1373.972,79.638,804.794,109.516,515.331,248.081,953.954,861.993,902.847,1126.2
5/21/1997,507.08,1383.104,79.13,802.509,111.128,517.634,251.095,965.881,860.353,901.983,1132.775
5/22/1997,508.136,1386.53,76.681,799.801,110.408,517.874,249.569,960.606,857.677,896.774,1135.649
5/23/1997,511.013,1390.145,76.909,810.091,111.039,518.988,250.553,964.267,868.755,905.631,1137.369
5/26/1997,514.011,1390.145,76.05,810.091,110.692,519.636,250.682,965.637,869.09,906.251,1141.526
5/27/1997,511.078,1395.851,78.268,812.37,110.438,520.107,249.858,961.489,870.883,904.233,1145.911
5/28/1997,510.842,1394.491,78.705,809.979,108.993,522.261,248.358,955.308,867.909,904.525,1148.064
5/29/1997,512.039,1393.369,78.86,807.469,108.746,524.318,247.866,954.112,865.323,902.161,1149.958
5/30/1997,516.714,1378.508,79.506,810.584,106.724,527.013,243.891,938.207,868.632,896.244,1161.005
